Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | T: 512 | dt: 1514ms | tok/sec: 346,393 | mfu: 8.4% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854656 | lrm: 1.00 | T: 512 | dt: 287ms | tok/sec: 1,826,246 | mfu: 44.1% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.442198 | lrm: 1.00 | T: 512 | dt: 287ms | tok/sec: 1,825,100 | mfu: 44.1% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.971442 | lrm: 1.00 | T: 512 | dt: 362ms | tok/sec: 1,446,718 | mfu: 35.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.578557 | lrm: 1.00 | T: 512 | dt: 295ms | tok/sec: 1,777,382 | mfu: 42.9% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.248419 | lrm: 1.00 | T: 512 | dt: 302ms | tok/sec: 1,738,087 | mfu: 42.0% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.997318 | lrm: 1.00 | T: 512 | dt: 298ms | tok/sec: 1,761,378 | mfu: 42.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.785847 | lrm: 1.00 | T: 512 | dt: 303ms | tok/sec: 1,732,959 | mfu: 41.9% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.605350 | lrm: 1.00 | T: 512 | dt: 296ms | tok/sec: 1,774,142 | mfu: 42.9% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.452738 | lrm: 1.00 | T: 512 | dt: 291ms | tok/sec: 1,802,677 | mfu: 43.6% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.322219 | lrm: 1.00 | T: 512 | dt: 301ms | tok/sec: 1,744,669 | mfu: 42.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.212732 | lrm: 1.00 | T: 512 | dt: 294ms | tok/sec: 1,786,301 | mfu: 43.2% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.115216 | lrm: 1.00 | T: 512 | dt: 293ms | tok/sec: 1,786,628 | mfu: 43.2% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.028308 | lrm: 1.00 | T: 512 | dt: 298ms | tok/sec: 1,757,308 | mfu: 42.5% | epoch: 1 | remaining: 299s    
step 00570 (60.4%) | loss: 3.093517 | lrm: 0.79 | T: 1024 | dt: 303ms | tok/sec: 1,731,897 | mfu: 41.8% | epoch: 1 | remaining: 119s    
step 00571 (60.5%) | loss: 3.082858 | lrm: 0.79 | T: 1024 | dt: 302ms | tok/sec: 1,737,141 | mfu: 42.0% | epoch: 1 | remaining: 118s    
step 00572 (60.6%) | loss: 3.074668 | lrm: 0.79 | T: 1024 | dt: 305ms | tok/sec: 1,719,162 | mfu: 41.5% | epoch: 1 | remaining: 118s    
step 00573 (60.7%) | loss: 3.078448 | lrm: 0.79 | T: 1024 | dt: 304ms | tok/sec: 1,721,820 | mfu: 41.6% | epoch: 1 | remaining: 118s    
step 00574 (60.8%) | loss: 3.077238 | lrm: 0.78 | T: 1024 | dt: 302ms | tok/sec: 1,736,804 | mfu: 42.0% | epoch: 1 | remaining: 117s    
step 00575 (60.9%) | loss: 3.068892 | lrm: 0.78 | T: 1024 | dt: 302ms | tok/sec: 1,733,206 | mfu: 41.9% | epoch: 1 | remaining: 117s    
step 00576 (61.0%) | loss: 3.067029 | lrm: 0.78 | T: 1024 | dt: 302ms | tok/sec: 1,735,995 | mfu: 41.9% | epoch: 1 | remaining: 117s    
step 00577 (61.1%) | loss: 3.062552 | lrm: 0.78 | T: 1024 | dt: 303ms | tok/sec: 1,730,982 | mfu: 41.8% | epoch: 1 | remaining: 116s    
step 00578 (61.2%) | loss: 3.053678 | lrm: 0.78 | T: 1024 | dt: 305ms | tok/sec: 1,717,223 | mfu: 41.5% | epoch: 1 | remaining: 116s    
step 00579 (61.3%) | loss: 3.051879 | lrm: 0.77 | T: 1024 | dt: 304ms | tok/sec: 1,723,711 | mfu: 41.6% | epoch: 1 | remaining: 116s    
step 00580 (61.4%) | loss: 3.049329 | lrm: 0.77 | T: 1024 | dt: 313ms | tok/sec: 1,675,409 | mfu: 40.5% | epoch: 1 | remaining: 115s    
step 00581 (61.5%) | loss: 3.044565 | lrm: 0.77 | T: 1024 | dt: 303ms | tok/sec: 1,729,341 | mfu: 41.8% | epoch: 1 | remaining: 115s    
step 00582 (61.6%) | loss: 3.042501 | lrm: 0.77 | T: 1024 | dt: 304ms | tok/sec: 1,724,234 | mfu: 41.7% | epoch: 1 | remaining: 115s    
step 00583 (61.7%) | loss: 3.036566 | lrm: 0.77 | T: 1024 | dt: 357ms | tok/sec: 1,469,409 | mfu: 35.5% | epoch: 1 | remaining: 115s    
step 00584 (61.8%) | loss: 3.033585 | lrm: 0.76 | T: 1024 | dt: 348ms | tok/sec: 1,507,279 | mfu: 36.4% | epoch: 1 | remaining: 114s    
step 00585 (61.9%) | loss: 3.032159 | lrm: 0.76 | T: 1024 | dt: 308ms | tok/sec: 1,703,259 | mfu: 41.2% | epoch: 1 | remaining: 114s    
step 00586 (62.1%) | loss: 3.029322 | lrm: 0.76 | T: 1024 | dt: 298ms | tok/sec: 1,758,996 | mfu: 42.5% | epoch: 1 | remaining: 114s    
step 00587 (62.1%) | loss: 3.026985 | lrm: 0.76 | T: 1024 | dt: 317ms | tok/sec: 1,655,672 | mfu: 40.0% | epoch: 1 | remaining: 113s    
step 00588 (62.3%) | loss: 3.019385 | lrm: 0.75 | T: 1024 | dt: 304ms | tok/sec: 1,725,480 | mfu: 41.7% | epoch: 1 | remaining: 113s    
step 00589 (62.4%) | loss: 3.021948 | lrm: 0.75 | T: 1024 | dt: 316ms | tok/sec: 1,660,100 | mfu: 40.1% | epoch: 1 | remaining: 113s    
step 00590 (62.5%) | loss: 3.022896 | lrm: 0.75 | T: 1024 | dt: 307ms | tok/sec: 1,707,891 | mfu: 41.3% | epoch: 1 | remaining: 112s    
step 00591 (62.6%) | loss: 3.024173 | lrm: 0.75 | T: 1024 | dt: 303ms | tok/sec: 1,727,678 | mfu: 41.7% | epoch: 1 | remaining: 112s    
step 00592 (62.7%) | loss: 3.018811 | lrm: 0.75 | T: 1024 | dt: 317ms | tok/sec: 1,653,349 | mfu: 39.9% | epoch: 1 | remaining: 112s    
step 00593 (62.8%) | loss: 3.021345 | lrm: 0.74 | T: 1024 | dt: 301ms | tok/sec: 1,740,466 | mfu: 42.1% | epoch: 1 | remaining: 111s    
step 00594 (62.9%) | loss: 3.022217 | lrm: 0.74 | T: 1024 | dt: 304ms | tok/sec: 1,724,579 | mfu: 41.7% | epoch: 1 | remaining: 111s    
step 00595 (63.0%) | loss: 3.020087 | lrm: 0.74 | T: 1024 | dt: 393ms | tok/sec: 1,332,423 | mfu: 32.2% | epoch: 1 | remaining: 111s    
step 00596 (63.1%) | loss: 3.025376 | lrm: 0.74 | T: 1024 | dt: 314ms | tok/sec: 1,668,745 | mfu: 40.3% | epoch: 1 | remaining: 110s    
step 00597 (63.2%) | loss: 3.017197 | lrm: 0.74 | T: 1024 | dt: 300ms | tok/sec: 1,747,871 | mfu: 42.2% | epoch: 1 | remaining: 110s    
step 00598 (63.3%) | loss: 3.013384 | lrm: 0.73 | T: 1024 | dt: 319ms | tok/sec: 1,645,447 | mfu: 39.8% | epoch: 1 | remaining: 110s    
step 00599 (63.4%) | loss: 3.008051 | lrm: 0.73 | T: 1024 | dt: 312ms | tok/sec: 1,680,989 | mfu: 40.6% | epoch: 1 | remaining: 109s    
step 00600 (63.5%) | loss: 3.007401 | lrm: 0.73 | T: 1024 | dt: 397ms | tok/sec: 1,321,086 | mfu: 31.9% | epoch: 1 | remaining: 109s    
step 00601 (63.7%) | loss: 3.002496 | lrm: 0.73 | T: 1024 | dt: 345ms | tok/sec: 1,517,489 | mfu: 36.7% | epoch: 1 | remaining: 109s    
step 00602 (63.8%) | loss: 3.000767 | lrm: 0.72 | T: 1024 | dt: 321ms | tok/sec: 1,634,148 | mfu: 39.5% | epoch: 1 | remaining: 108s    
step 00603 (63.9%) | loss: 2.999641 | lrm: 0.72 | T: 1024 | dt: 325ms | tok/sec: 1,611,670 | mfu: 38.9% | epoch: 1 | remaining: 108s    
step 00604 (64.0%) | loss: 3.002064 | lrm: 0.72 | T: 1024 | dt: 346ms | tok/sec: 1,514,310 | mfu: 36.6% | epoch: 1 | remaining: 108s    
step 00605 (64.1%) | loss: 2.998553 | lrm: 0.72 | T: 1024 | dt: 333ms | tok/sec: 1,576,177 | mfu: 38.1% | epoch: 1 | remaining: 107s    
step 00606 (64.2%) | loss: 3.002363 | lrm: 0.72 | T: 1024 | dt: 379ms | tok/sec: 1,382,698 | mfu: 33.4% | epoch: 1 | remaining: 107s    
step 00607 (64.3%) | loss: 3.003630 | lrm: 0.71 | T: 1024 | dt: 320ms | tok/sec: 1,636,995 | mfu: 39.6% | epoch: 1 | remaining: 107s    
step 00608 (64.4%) | loss: 3.001427 | lrm: 0.71 | T: 1024 | dt: 313ms | tok/sec: 1,676,420 | mfu: 40.5% | epoch: 1 | remaining: 106s    
step 00609 (64.5%) | loss: 2.994573 | lrm: 0.71 | T: 1024 | dt: 388ms | tok/sec: 1,350,763 | mfu: 32.6% | epoch: 1 | remaining: 106s    
step 00610 (64.7%) | loss: 2.997065 | lrm: 0.71 | T: 1024 | dt: 324ms | tok/sec: 1,618,269 | mfu: 39.1% | epoch: 1 | remaining: 106s    
step 00611 (64.8%) | loss: 2.998761 | lrm: 0.70 | T: 1024 | dt: 337ms | tok/sec: 1,555,154 | mfu: 37.6% | epoch: 1 | remaining: 105s    
step 00612 (64.9%) | loss: 2.996282 | lrm: 0.70 | T: 1024 | dt: 320ms | tok/sec: 1,640,603 | mfu: 39.6% | epoch: 1 | remaining: 105s    
step 00613 (65.0%) | loss: 2.995015 | lrm: 0.70 | T: 1024 | dt: 402ms | tok/sec: 1,303,454 | mfu: 31.5% | epoch: 1 | remaining: 105s    
step 00614 (65.1%) | loss: 2.989702 | lrm: 0.70 | T: 1024 | dt: 311ms | tok/sec: 1,688,482 | mfu: 40.8% | epoch: 1 | remaining: 104s    
step 00615 (65.2%) | loss: 2.987940 | lrm: 0.70 | T: 1024 | dt: 362ms | tok/sec: 1,447,322 | mfu: 35.0% | epoch: 1 | remaining: 104s    
step 00616 (65.4%) | loss: 2.986979 | lrm: 0.69 | T: 1024 | dt: 376ms | tok/sec: 1,394,459 | mfu: 33.7% | epoch: 1 | remaining: 104s    
step 00617 (65.5%) | loss: 2.985574 | lrm: 0.69 | T: 1024 | dt: 406ms | tok/sec: 1,290,446 | mfu: 31.2% | epoch: 1 | remaining: 103s    
step 00618 (65.6%) | loss: 2.990032 | lrm: 0.69 | T: 1024 | dt: 323ms | tok/sec: 1,623,658 | mfu: 39.2% | epoch: 1 | remaining: 103s    
step 00619 (65.7%) | loss: 2.987032 | lrm: 0.69 | T: 1024 | dt: 346ms | tok/sec: 1,517,347 | mfu: 36.7% | epoch: 1 | remaining: 102s    
step 00620 (65.8%) | loss: 2.985536 | lrm: 0.68 | T: 1024 | dt: 320ms | tok/sec: 1,636,997 | mfu: 39.6% | epoch: 1 | remaining: 102s    
step 00621 (66.0%) | loss: 2.986681 | lrm: 0.68 | T: 1024 | dt: 347ms | tok/sec: 1,511,993 | mfu: 36.5% | epoch: 1 | remaining: 102s    
step 00622 (66.1%) | loss: 2.990231 | lrm: 0.68 | T: 1024 | dt: 300ms | tok/sec: 1,744,926 | mfu: 42.2% | epoch: 1 | remaining: 102s    
step 00623 (66.2%) | loss: 2.989980 | lrm: 0.68 | T: 1024 | dt: 306ms | tok/sec: 1,711,440 | mfu: 41.4% | epoch: 1 | remaining: 101s    
step 00624 (66.3%) | loss: 2.987528 | lrm: 0.67 | T: 1024 | dt: 306ms | tok/sec: 1,714,008 | mfu: 41.4% | epoch: 1 | remaining: 101s    
step 00625 (66.4%) | loss: 2.986474 | lrm: 0.67 | T: 1024 | dt: 310ms | tok/sec: 1,693,151 | mfu: 40.9% | epoch: 1 | remaining: 101s    
step 00626 (66.5%) | loss: 2.992119 | lrm: 0.67 | T: 1024 | dt: 304ms | tok/sec: 1,725,857 | mfu: 41.7% | epoch: 1 | remaining: 100s    
step 00627 (66.6%) | loss: 2.991334 | lrm: 0.67 | T: 1024 | dt: 303ms | tok/sec: 1,727,698 | mfu: 41.7% | epoch: 1 | remaining: 100s    
step 00628 (66.7%) | loss: 2.991191 | lrm: 0.67 | T: 1024 | dt: 308ms | tok/sec: 1,703,067 | mfu: 41.1% | epoch: 1 | remaining: 100s    
step 00629 (66.8%) | loss: 2.986404 | lrm: 0.66 | T: 1024 | dt: 317ms | tok/sec: 1,653,861 | mfu: 40.0% | epoch: 1 | remaining: 99s    
step 00630 (66.9%) | loss: 2.991032 | lrm: 0.66 | T: 1024 | dt: 336ms | tok/sec: 1,560,829 | mfu: 37.7% | epoch: 1 | remaining: 99s    
step 00631 (67.0%) | loss: 2.987486 | lrm: 0.66 | T: 1024 | dt: 299ms | tok/sec: 1,755,117 | mfu: 42.4% | epoch: 1 | remaining: 99s    
step 00632 (67.1%) | loss: 2.984409 | lrm: 0.66 | T: 1024 | dt: 312ms | tok/sec: 1,680,529 | mfu: 40.6% | epoch: 1 | remaining: 98s    
step 00633 (67.2%) | loss: 2.979864 | lrm: 0.66 | T: 1024 | dt: 310ms | tok/sec: 1,690,529 | mfu: 40.8% | epoch: 1 | remaining: 98s    
step 00634 (67.3%) | loss: 2.979918 | lrm: 0.65 | T: 1024 | dt: 318ms | tok/sec: 1,647,296 | mfu: 39.8% | epoch: 1 | remaining: 98s    
step 00635 (67.4%) | loss: 2.981751 | lrm: 0.65 | T: 1024 | dt: 385ms | tok/sec: 1,362,153 | mfu: 32.9% | epoch: 1 | remaining: 97s    
step 00636 (67.5%) | loss: 2.982825 | lrm: 0.65 | T: 1024 | dt: 343ms | tok/sec: 1,526,747 | mfu: 36.9% | epoch: 1 | remaining: 97s    
step 00637 (67.7%) | loss: 2.977013 | lrm: 0.65 | T: 1024 | dt: 359ms | tok/sec: 1,459,526 | mfu: 35.3% | epoch: 1 | remaining: 97s    
step 00638 (67.8%) | loss: 2.980107 | lrm: 0.64 | T: 1024 | dt: 337ms | tok/sec: 1,556,671 | mfu: 37.6% | epoch: 1 | remaining: 96s    
step 00639 (67.9%) | loss: 2.982503 | lrm: 0.64 | T: 1024 | dt: 304ms | tok/sec: 1,723,880 | mfu: 41.7% | epoch: 1 | remaining: 96s    
step 00640 (68.0%) | loss: 2.981330 | lrm: 0.64 | T: 1024 | dt: 301ms | tok/sec: 1,740,562 | mfu: 42.1% | epoch: 1 | remaining: 96s    
step 00641 (68.1%) | loss: 2.979828 | lrm: 0.64 | T: 1024 | dt: 308ms | tok/sec: 1,702,767 | mfu: 41.1% | epoch: 1 | remaining: 95s    
step 00642 (68.2%) | loss: 2.979183 | lrm: 0.64 | T: 1024 | dt: 305ms | tok/sec: 1,721,417 | mfu: 41.6% | epoch: 1 | remaining: 95s    
step 00643 (68.3%) | loss: 2.976894 | lrm: 0.63 | T: 1024 | dt: 318ms | tok/sec: 1,648,082 | mfu: 39.8% | epoch: 1 | remaining: 95s    
step 00644 (68.4%) | loss: 2.969894 | lrm: 0.63 | T: 1024 | dt: 307ms | tok/sec: 1,709,600 | mfu: 41.3% | epoch: 1 | remaining: 95s    
step 00645 (68.5%) | loss: 2.965204 | lrm: 0.63 | T: 1024 | dt: 304ms | tok/sec: 1,724,208 | mfu: 41.7% | epoch: 1 | remaining: 94s    
step 00646 (68.6%) | loss: 2.966646 | lrm: 0.63 | T: 1024 | dt: 306ms | tok/sec: 1,714,108 | mfu: 41.4% | epoch: 1 | remaining: 94s    
step 00647 (68.7%) | loss: 2.967507 | lrm: 0.63 | T: 1024 | dt: 306ms | tok/sec: 1,713,927 | mfu: 41.4% | epoch: 1 | remaining: 94s    
step 00648 (68.8%) | loss: 2.967901 | lrm: 0.62 | T: 1024 | dt: 320ms | tok/sec: 1,639,195 | mfu: 39.6% | epoch: 1 | remaining: 93s    
step 00649 (68.9%) | loss: 2.971639 | lrm: 0.62 | T: 1024 | dt: 331ms | tok/sec: 1,582,871 | mfu: 38.2% | epoch: 1 | remaining: 93s    
step 00650 (69.0%) | loss: 2.967741 | lrm: 0.62 | T: 1024 | dt: 360ms | tok/sec: 1,455,088 | mfu: 35.2% | epoch: 1 | remaining: 93s    
step 00651 (69.1%) | loss: 2.965305 | lrm: 0.62 | T: 1024 | dt: 305ms | tok/sec: 1,718,237 | mfu: 41.5% | epoch: 1 | remaining: 92s    
step 00652 (69.2%) | loss: 2.965760 | lrm: 0.62 | T: 1024 | dt: 314ms | tok/sec: 1,672,051 | mfu: 40.4% | epoch: 1 | remaining: 92s    
step 00653 (69.3%) | loss: 2.965956 | lrm: 0.61 | T: 1024 | dt: 314ms | tok/sec: 1,668,402 | mfu: 40.3% | epoch: 1 | remaining: 92s    
step 00654 (69.5%) | loss: 2.965111 | lrm: 0.61 | T: 1024 | dt: 303ms | tok/sec: 1,729,278 | mfu: 41.8% | epoch: 1 | remaining: 91s    
step 00655 (69.6%) | loss: 2.962674 | lrm: 0.61 | T: 1024 | dt: 310ms | tok/sec: 1,690,253 | mfu: 40.8% | epoch: 1 | remaining: 91s    
step 00656 (69.7%) | loss: 2.957715 | lrm: 0.61 | T: 1024 | dt: 307ms | tok/sec: 1,706,694 | mfu: 41.2% | epoch: 1 | remaining: 91s    
step 00657 (69.8%) | loss: 2.960749 | lrm: 0.60 | T: 1024 | dt: 309ms | tok/sec: 1,698,563 | mfu: 41.0% | epoch: 1 | remaining: 90s    
step 00658 (69.9%) | loss: 2.962246 | lrm: 0.60 | T: 1024 | dt: 303ms | tok/sec: 1,729,217 | mfu: 41.8% | epoch: 1 | remaining: 90s    
step 00659 (70.0%) | loss: 2.961433 | lrm: 0.60 | T: 1024 | dt: 307ms | tok/sec: 1,709,871 | mfu: 41.3% | epoch: 1 | remaining: 90s    
step 00660 (70.1%) | loss: 2.959510 | lrm: 0.60 | T: 1024 | dt: 306ms | tok/sec: 1,711,003 | mfu: 41.3% | epoch: 1 | remaining: 89s    
step 00661 (70.2%) | loss: 2.963728 | lrm: 0.60 | T: 1024 | dt: 303ms | tok/sec: 1,729,712 | mfu: 41.8% | epoch: 1 | remaining: 89s    
step 00662 (70.3%) | loss: 2.965842 | lrm: 0.59 | T: 1024 | dt: 307ms | tok/sec: 1,707,422 | mfu: 41.3% | epoch: 1 | remaining: 89s    
step 00663 (70.4%) | loss: 2.962185 | lrm: 0.59 | T: 1024 | dt: 326ms | tok/sec: 1,606,419 | mfu: 38.8% | epoch: 1 | remaining: 89s    
step 00664 (70.5%) | loss: 2.959731 | lrm: 0.59 | T: 1024 | dt: 382ms | tok/sec: 1,372,367 | mfu: 33.2% | epoch: 1 | remaining: 88s    
step 00665 (70.6%) | loss: 2.958520 | lrm: 0.59 | T: 1024 | dt: 428ms | tok/sec: 1,226,203 | mfu: 29.6% | epoch: 1 | remaining: 88s    
step 00666 (70.7%) | loss: 2.954498 | lrm: 0.59 | T: 1024 | dt: 337ms | tok/sec: 1,557,752 | mfu: 37.6% | epoch: 1 | remaining: 87s    
step 00667 (70.9%) | loss: 2.952899 | lrm: 0.58 | T: 1024 | dt: 299ms | tok/sec: 1,755,285 | mfu: 42.4% | epoch: 1 | remaining: 87s    
step 00668 (71.0%) | loss: 2.952277 | lrm: 0.58 | T: 1024 | dt: 313ms | tok/sec: 1,674,991 | mfu: 40.5% | epoch: 1 | remaining: 87s    
step 00669 (71.1%) | loss: 2.951773 | lrm: 0.58 | T: 1024 | dt: 313ms | tok/sec: 1,673,124 | mfu: 40.4% | epoch: 1 | remaining: 86s    
step 00670 (71.2%) | loss: 2.957817 | lrm: 0.58 | T: 1024 | dt: 391ms | tok/sec: 1,340,513 | mfu: 32.4% | epoch: 1 | remaining: 86s    
step 00671 (71.3%) | loss: 2.961884 | lrm: 0.57 | T: 1024 | dt: 368ms | tok/sec: 1,423,665 | mfu: 34.4% | epoch: 1 | remaining: 86s    
step 00672 (71.4%) | loss: 2.958804 | lrm: 0.57 | T: 1024 | dt: 306ms | tok/sec: 1,715,760 | mfu: 41.5% | epoch: 1 | remaining: 85s    
step 00673 (71.5%) | loss: 2.956152 | lrm: 0.57 | T: 1024 | dt: 324ms | tok/sec: 1,620,222 | mfu: 39.1% | epoch: 1 | remaining: 85s    
step 00674 (71.6%) | loss: 2.953127 | lrm: 0.57 | T: 1024 | dt: 329ms | tok/sec: 1,595,851 | mfu: 38.6% | epoch: 1 | remaining: 85s    
step 00675 (71.7%) | loss: 2.952114 | lrm: 0.57 | T: 1024 | dt: 307ms | tok/sec: 1,710,559 | mfu: 41.3% | epoch: 1 | remaining: 84s    
step 00676 (71.8%) | loss: 2.954817 | lrm: 0.56 | T: 1024 | dt: 360ms | tok/sec: 1,458,066 | mfu: 35.2% | epoch: 1 | remaining: 84s    
step 00677 (72.0%) | loss: 2.956600 | lrm: 0.56 | T: 1024 | dt: 341ms | tok/sec: 1,535,554 | mfu: 37.1% | epoch: 1 | remaining: 84s    
step 00678 (72.1%) | loss: 2.960359 | lrm: 0.56 | T: 1024 | dt: 398ms | tok/sec: 1,316,040 | mfu: 31.8% | epoch: 1 | remaining: 83s    
step 00679 (72.2%) | loss: 2.956556 | lrm: 0.56 | T: 1024 | dt: 312ms | tok/sec: 1,682,289 | mfu: 40.6% | epoch: 1 | remaining: 83s    
step 00680 (72.3%) | loss: 2.953954 | lrm: 0.55 | T: 1024 | dt: 343ms | tok/sec: 1,528,801 | mfu: 36.9% | epoch: 1 | remaining: 83s    
step 00681 (72.4%) | loss: 2.951052 | lrm: 0.55 | T: 1024 | dt: 302ms | tok/sec: 1,733,475 | mfu: 41.9% | epoch: 1 | remaining: 82s    
step 00682 (72.5%) | loss: 2.950464 | lrm: 0.55 | T: 1024 | dt: 310ms | tok/sec: 1,691,493 | mfu: 40.9% | epoch: 1 | remaining: 82s    
step 00683 (72.6%) | loss: 2.956978 | lrm: 0.55 | T: 1024 | dt: 307ms | tok/sec: 1,707,999 | mfu: 41.3% | epoch: 1 | remaining: 82s    
step 00684 (72.7%) | loss: 2.953200 | lrm: 0.55 | T: 1024 | dt: 303ms | tok/sec: 1,732,923 | mfu: 41.9% | epoch: 1 | remaining: 81s    
step 00685 (72.8%) | loss: 2.957780 | lrm: 0.54 | T: 1024 | dt: 304ms | tok/sec: 1,725,491 | mfu: 41.7% | epoch: 1 | remaining: 81s    
step 00686 (72.9%) | loss: 2.957000 | lrm: 0.54 | T: 1024 | dt: 309ms | tok/sec: 1,697,622 | mfu: 41.0% | epoch: 1 | remaining: 81s    
step 00687 (73.0%) | loss: 2.958024 | lrm: 0.54 | T: 1024 | dt: 303ms | tok/sec: 1,731,999 | mfu: 41.8% | epoch: 1 | remaining: 81s    
step 00688 (73.1%) | loss: 2.957185 | lrm: 0.54 | T: 1024 | dt: 324ms | tok/sec: 1,619,600 | mfu: 39.1% | epoch: 1 | remaining: 80s    
step 00689 (73.2%) | loss: 2.958786 | lrm: 0.54 | T: 1024 | dt: 349ms | tok/sec: 1,502,907 | mfu: 36.3% | epoch: 1 | remaining: 80s    
step 00690 (73.4%) | loss: 2.955749 | lrm: 0.53 | T: 1024 | dt: 374ms | tok/sec: 1,403,404 | mfu: 33.9% | epoch: 1 | remaining: 80s    
step 00691 (73.5%) | loss: 2.956824 | lrm: 0.53 | T: 1024 | dt: 303ms | tok/sec: 1,731,733 | mfu: 41.8% | epoch: 1 | remaining: 79s    
step 00692 (73.6%) | loss: 2.955461 | lrm: 0.53 | T: 1024 | dt: 301ms | tok/sec: 1,744,092 | mfu: 42.1% | epoch: 1 | remaining: 79s    
step 00693 (73.7%) | loss: 2.953123 | lrm: 0.53 | T: 1024 | dt: 466ms | tok/sec: 1,124,798 | mfu: 27.2% | epoch: 1 | remaining: 78s    
step 00694 (73.8%) | loss: 2.955727 | lrm: 0.52 | T: 1024 | dt: 301ms | tok/sec: 1,739,466 | mfu: 42.0% | epoch: 1 | remaining: 78s    
step 00695 (73.9%) | loss: 2.954333 | lrm: 0.52 | T: 1024 | dt: 336ms | tok/sec: 1,560,562 | mfu: 37.7% | epoch: 1 | remaining: 78s    
step 00696 (74.1%) | loss: 2.952035 | lrm: 0.52 | T: 1024 | dt: 313ms | tok/sec: 1,674,081 | mfu: 40.4% | epoch: 1 | remaining: 78s    
step 00697 (74.2%) | loss: 2.952268 | lrm: 0.52 | T: 1024 | dt: 314ms | tok/sec: 1,669,270 | mfu: 40.3% | epoch: 1 | remaining: 77s    
step 00698 (74.3%) | loss: 2.951355 | lrm: 0.51 | T: 1024 | dt: 342ms | tok/sec: 1,532,228 | mfu: 37.0% | epoch: 1 | remaining: 77s    
step 00699 (74.4%) | loss: 2.950403 | lrm: 0.51 | T: 1024 | dt: 404ms | tok/sec: 1,298,341 | mfu: 31.4% | epoch: 1 | remaining: 76s    
step 00700 (74.5%) | loss: 2.948955 | lrm: 0.51 | T: 1024 | dt: 323ms | tok/sec: 1,622,598 | mfu: 39.2% | epoch: 1 | remaining: 76s    
step 00701 (74.6%) | loss: 2.950135 | lrm: 0.51 | T: 1024 | dt: 300ms | tok/sec: 1,749,039 | mfu: 42.3% | epoch: 1 | remaining: 76s    
step 00702 (74.7%) | loss: 2.948077 | lrm: 0.51 | T: 1024 | dt: 339ms | tok/sec: 1,548,848 | mfu: 37.4% | epoch: 1 | remaining: 75s    
step 00703 (74.8%) | loss: 2.953273 | lrm: 0.50 | T: 1024 | dt: 370ms | tok/sec: 1,418,675 | mfu: 34.3% | epoch: 1 | remaining: 75s    
step 00704 (75.0%) | loss: 2.949847 | lrm: 0.50 | T: 1024 | dt: 344ms | tok/sec: 1,521,999 | mfu: 36.8% | epoch: 1 | remaining: 75s    
step 00705 (75.1%) | loss: 2.946383 | lrm: 0.50 | T: 1024 | dt: 314ms | tok/sec: 1,671,069 | mfu: 40.4% | epoch: 1 | remaining: 74s    
step 00706 (75.2%) | loss: 2.944007 | lrm: 0.50 | T: 1024 | dt: 392ms | tok/sec: 1,338,628 | mfu: 32.3% | epoch: 1 | remaining: 74s    
step 00707 (75.3%) | loss: 2.939460 | lrm: 0.49 | T: 1024 | dt: 299ms | tok/sec: 1,754,411 | mfu: 42.4% | epoch: 1 | remaining: 74s    
step 00708 (75.4%) | loss: 2.940312 | lrm: 0.49 | T: 1024 | dt: 359ms | tok/sec: 1,461,899 | mfu: 35.3% | epoch: 1 | remaining: 73s    
step 00709 (75.5%) | loss: 2.940173 | lrm: 0.49 | T: 1024 | dt: 340ms | tok/sec: 1,543,563 | mfu: 37.3% | epoch: 1 | remaining: 73s    
step 00710 (75.6%) | loss: 2.937249 | lrm: 0.49 | T: 1024 | dt: 344ms | tok/sec: 1,522,161 | mfu: 36.8% | epoch: 1 | remaining: 73s    
step 00711 (75.8%) | loss: 2.935764 | lrm: 0.48 | T: 1024 | dt: 317ms | tok/sec: 1,651,618 | mfu: 39.9% | epoch: 1 | remaining: 72s    
